instantly_lead_id,email,first_name,last_name,company_name,website,phone,personalization,custom_variables
01a0b54f-71d9-78fd-8239-c3ae2bff42d5,dpo@groupebarriere.com,Le,,Le Cercle,casinosbarriere.com/deauville/le-cercle,,,"{""firstName"": ""Le"", ""companyName"": ""Le Cercle"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Brasserie"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3af68d79e1e,serviceclient@restomania.fr,Le,,Le Pied Marin,restomania.fr,,,"{""firstName"": ""Le"", ""companyName"": ""Le Pied Marin"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais, Bar"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b0a9018640,contact@laterrassedeauville.fr,La,,La Terrasse,laterrassedeauville.fr,,,"{""firstName"": ""La"", ""companyName"": ""La Terrasse"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Caf\u00e9, Restaurant fran\u00e7ais, Brasserie, Salon de th\u00e9"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b160b6de92,contact@chezmiocque-deauville.com,Chez,,Chez Miocque,chezmiocque-deauville.com,,,"{""firstName"": ""Chez"", ""companyName"": ""Chez Miocque"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Brasserie"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Brasserie, Restaurant fran\u00e7ais, Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b242440a5a,contact@lesfranciscaines.fr,Le,,Le Réfectoire Deauville,lesfranciscaines.fr/fr/espaces/le-refectoire,,,"{""firstName"": ""Le"", ""companyName"": ""Le R\u00e9fectoire Deauville"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b315a43a7b,lecyranodeauville@gmail.com,Le,,Le Cyrano Deauville,lecyranodeauville.com,,,"{""firstName"": ""Le"", ""companyName"": ""Le Cyrano Deauville"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bar, Caf\u00e9, Bureau de tabac"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b418d0a570,contact@a-fleur-de-pierre.fr,A,,A Fleur de Pierre,a-fleur-de-pierre.fr/%3futm_source%3dgmb,,,"{""firstName"": ""A"", ""companyName"": ""A Fleur de Pierre"", ""naf"": """", ""city"": ""Padirac"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bar \u00e0 cocktails, Marchand de glaces"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b52eec331a,contact@moulincastagne.com,Le,,Le Petit Moulin,moulincastagne.com/les-restaurants/le-petit-moulin,,,"{""firstName"": ""Le"", ""companyName"": ""Le Petit Moulin"", ""naf"": """", ""city"": ""Martel"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais, Chambre d'h\u00f4tes, \u00c9picerie fine, Bar \u00e0 vin"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b6d35a40e6,lescapade46@outlook.fr,L'ESCAPADE,,L'ESCAPADE,lescapadecahors.fr,,,"{""firstName"": ""L'ESCAPADE"", ""companyName"": ""L'ESCAPADE"", ""naf"": """", ""city"": ""Cahors"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bar, Restauration rapide, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b76549ce52,contact@fermedelarcher.com,LA,,LA FERME AUBERGE DE LARCHER,fermedelarcher.com/reservation-ferme-auberge,,,"{""firstName"": ""LA"", ""companyName"": ""LA FERME AUBERGE DE LARCHER"", ""naf"": """", ""city"": ""C\u0153ur de Causse"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Restaurant fran\u00e7ais, Restaurant m\u00e9diterran\u00e9en"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b853e7b908,hotelfalaises@gmail.com,Hôtel,,Hôtel Restaurant Les Falaises,hotel-falaises-bouzies46.fr,,,"{""firstName"": ""H\u00f4tel"", ""companyName"": ""H\u00f4tel Restaurant Les Falaises"", ""naf"": """", ""city"": ""Bouzi\u00e8s"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Organisateur d'\u00e9v\u00e9nements, H\u00f4tel"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3b973809d76,edart@lapoelegourmande.fr,La,,La Poêle Gourmande,lapoelegourmande.fr,,,"{""firstName"": ""La"", ""companyName"": ""La Po\u00eale Gourmande"", ""naf"": """", ""city"": ""Luzech"", ""type"": ""Restaurant familial"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant familial, Traiteur, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3ba8ce9d0b6,contact@relais-des-gourmands.com,Restaurant,,Restaurant Le Relais des Gourmands,relais-des-gourmands.com,,,"{""firstName"": ""Restaurant"", ""companyName"": ""Restaurant Le Relais des Gourmands"", ""naf"": """", ""city"": ""Gramat"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, H\u00f4tel"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3bbf6fe29c9,vero.babet@gmail.com,Restaurant,,Restaurant Mourgues,restaurantmourgues.fr,,,"{""firstName"": ""Restaurant"", ""companyName"": ""Restaurant Mourgues"", ""naf"": """", ""city"": ""Peyrilles"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais, Restaurant, Restaurant de sp\u00e9cialit\u00e9s du sud-ouest de la France"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3bc1b4352a9,contactlouveciennes@gmail.com,La,,La Maison Louveciennes,maisonlouveciennes.fr/%3futm_source%3dgoogle%26utm_medium%3dorganic%26utm_campaign%3dfiche,,,"{""firstName"": ""La"", ""companyName"": ""La Maison Louveciennes"", ""naf"": """", ""city"": ""Louveciennes"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3bda1eeddec,maryannickaxisa@laposte.net,Auberge,,Auberge des Arcades,auberge-des-arcades-restaurant.eatbu.com,,,"{""firstName"": ""Auberge"", ""companyName"": ""Auberge des Arcades"", ""naf"": """", ""city"": ""Viroflay"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3be8c1fe7e8,restaurantdelafermeplaisir@gmail.com,Restaurant,,Restaurant de la Ferme,restaurantdelaferme.eatbu.com/%3flang%3dfr,,,"{""firstName"": ""Restaurant"", ""companyName"": ""Restaurant de la Ferme"", ""naf"": """", ""city"": ""Plaisir"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bar, Espace \u00e9v\u00e9nementiel, Restaurant fran\u00e7ais, Salle de r\u00e9ception"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3bf97242daa,bute@orange.fr,L'Entrepotes,,L'Entrepotes | Restaurant à Feucherolles,lentrepotes-restaurant-feucherolles.fr,,,"{""firstName"": ""L'Entrepotes"", ""companyName"": ""L'Entrepotes | Restaurant \u00e0 Feucherolles"", ""naf"": """", ""city"": ""Feucherolles"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Restaurant de grillades, Restaurant de cuisine traditionnelle"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c094c65942,contact@latabledescopains-paris.fr,La,,La Table des Copains - Cuisine Française,latabledescopains-paris.fr,,,"{""firstName"": ""La"", ""companyName"": ""La Table des Copains - Cuisine Fran\u00e7aise"", ""naf"": """", ""city"": ""Paris"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais, Bar \u00e0 cocktails, Restaurant de cuisine traditionnelle, Restaurant de desserts, Restaurant familial, Restaurant de plats \u00e0 emporter, Restaurant m\u00e9diterran\u00e9en, Restaurant v\u00e9g\u00e9tarien"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c1f3e73126,bia.thanksgiving@gmail.com,Breakfast,,Breakfast in America - Quartier Latin,breakfast-in-america.com,,,"{""firstName"": ""Breakfast"", ""companyName"": ""Breakfast in America - Quartier Latin"", ""naf"": """", ""city"": ""Paris"", ""type"": ""Restaurant am\u00e9ricain"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant am\u00e9ricain, Restaurant servant le petit-d\u00e9jeuner, Traiteur, Restaurant familial, Restaurant de hamburgers, Restaurant de plats \u00e0 emporter, Restaurant de cuisine am\u00e9ricaine moderne, Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c2f0ba293a,gaberem@icloud.com,Gabérem,,Gabérem,gaberem.eatbu.com,,,"{""firstName"": ""Gab\u00e9rem"", ""companyName"": ""Gab\u00e9rem"", ""naf"": """", ""city"": ""Versailles"", ""type"": ""Restaurant fran\u00e7ais"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant fran\u00e7ais, Traiteur"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c3edd6f602,supersmash75019@gmail.com,SUPER,,SUPER SMASH paris 19,supersmashburger.io,,,"{""firstName"": ""SUPER"", ""companyName"": ""SUPER SMASH paris 19"", ""naf"": """", ""city"": ""Paris"", ""type"": ""Restaurant de hamburgers"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""Restaurant de hamburgers"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant de hamburgers, Restaurant am\u00e9ricain, Restauration rapide"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c4ff011dfd,rosi.trattoria19@gmail.com,Rosi,,Rosi Trattoria,rosi-trattoria.com,,,"{""firstName"": ""Rosi"", ""companyName"": ""Rosi Trattoria"", ""naf"": """", ""city"": ""Brive-la-Gaillarde"", ""type"": ""Pizzeria"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Pizzeria, Restaurant italien, Pizzas \u00e0 emporter"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c5a26a2a81,le.leondou@orange.fr,La,,La Ferme du Léondou,restaurant-seilhac-leleondou.fr,,,"{""firstName"": ""La"", ""companyName"": ""La Ferme du L\u00e9ondou"", ""naf"": """", ""city"": ""Saint-Salvadour"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3c6f1e0104e,hoteldulac.neuvic@orange.fr,Restaurant,,Restaurant de l'Hôtel du Lac 19160 NEUVIC - CORREZE,hotel-du-lac-neuvic.fr/restaurant-hotel-restaurant-lac-neuvic,,,"{""firstName"": ""Restaurant"", ""companyName"": ""Restaurant de l'H\u00f4tel du Lac 19160 NEUVIC - CORREZE"", ""naf"": """", ""city"": ""Neuvic"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Grillades, Restaurant familial, Restaurant fran\u00e7ais, Saladerie"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
